timestamp,model,order_p,order_d,order_q,MAE_insample,MSE_insample,RMSE_insample,n_obs_used
2026-01-06T11:08:42,"ARIMA(0, 1, 0)",0,1,0,131.5909090909091,28095.5,167.6171232302953,44
2026-01-06T11:08:42,"ARIMA(1, 1, 0)",1,1,0,107.75755803414714,22919.102770370475,151.39056367677108,44
2026-01-06T11:08:42,"ARIMA(0, 1, 1)",0,1,1,113.54516117236132,24650.27780266603,157.00406938250367,44
2026-01-06T11:08:42,"ARIMA(1, 1, 1)",1,1,1,97.47979394770873,17100.34963739687,130.76830517138652,44
